user_id,first_name,last_name,age,city,reg_date,plan,churn_date,age_group,month,total_calls,total_minutes,total_messages,total_mb,minutes_included,messages_included,mb_per_month_included,usd_per_minute,usd_per_message,usd_per_gb,usd_monthly_pay
1008,Emely,Hoffman,53,"Orlando-Kissimmee-Sanford, FL MSA",2018-08-03,ultimate,,Adult,11.0,63.0,411.0,37.0,23676.72,3000,1000,30720,0.01,0.01,7,70
1008,Emely,Hoffman,53,"Orlando-Kissimmee-Sanford, FL MSA",2018-08-03,ultimate,,Adult,12.0,85.0,592.0,26.0,14689.33,3000,1000,30720,0.01,0.01,7,70
1009,Gerry,Little,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-22,surf,,Teen,5.0,71.0,486.0,,20389.4,500,50,15360,0.03,0.03,10,20
1009,Gerry,Little,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-22,surf,,Teen,6.0,110.0,749.0,,18845.9,500,50,15360,0.03,0.03,10,20
1009,Gerry,Little,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-22,surf,,Teen,7.0,124.0,806.0,,30421.65,500,50,15360,0.03,0.03,10,20
1009,Gerry,Little,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-22,surf,,Teen,8.0,109.0,668.0,,24557.52,500,50,15360,0.03,0.03,10,20
1009,Gerry,Little,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-22,surf,,Teen,9.0,116.0,714.0,,20962.4,500,50,15360,0.03,0.03,10,20
1009,Gerry,Little,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-22,surf,,Teen,10.0,114.0,677.0,,22664.84,500,50,15360,0.03,0.03,10,20
1009,Gerry,Little,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-22,surf,,Teen,11.0,105.0,664.0,,25473.43,500,50,15360,0.03,0.03,10,20
1009,Gerry,Little,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",2018-04-22,surf,,Teen,12.0,107.0,697.0,,23922.6,500,50,15360,0.03,0.03,10,20
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,,Adult,3.0,63.0,400.0,,10690.02,500,50,15360,0.03,0.03,10,20
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,,Adult,4.0,90.0,603.0,,19722.34,500,50,15360,0.03,0.03,10,20
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,,Adult,5.0,81.0,487.0,,15888.52,500,50,15360,0.03,0.03,10,20
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,,Adult,6.0,77.0,512.0,,16829.31,500,50,15360,0.03,0.03,10,20
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,,Adult,7.0,101.0,643.0,,12663.11,500,50,15360,0.03,0.03,10,20
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,,Adult,8.0,93.0,575.0,,19811.84,500,50,15360,0.03,0.03,10,20
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,,Adult,9.0,83.0,552.0,,16813.73,500,50,15360,0.03,0.03,10,20
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,,Adult,10.0,95.0,655.0,,16937.78,500,50,15360,0.03,0.03,10,20
1010,Wilber,Blair,52,"Dallas-Fort Worth-Arlington, TX MSA",2018-03-09,surf,,Adult,11.0,30.0,237.0,,7985.59,500,50,15360,0.03,0.03,10,20
1011,Halina,Henry,73,"Cleveland-Elyria, OH MSA",2018-01-18,ultimate,,Senior,6.0,19.0,112.0,21.0,6685.11,3000,1000,30720,0.01,0.01,7,70
1011,Halina,Henry,73,"Cleveland-Elyria, OH MSA",2018-01-18,ultimate,,Senior,7.0,63.0,467.0,53.0,21046.41,3000,1000,30720,0.01,0.01,7,70
1011,Halina,Henry,73,"Cleveland-Elyria, OH MSA",2018-01-18,ultimate,,Senior,8.0,61.0,451.0,54.0,21099.37,3000,1000,30720,0.01,0.01,7,70
1011,Halina,Henry,73,"Cleveland-Elyria, OH MSA",2018-01-18,ultimate,,Senior,9.0,73.0,450.0,60.0,16638.46,3000,1000,30720,0.01,0.01,7,70
1011,Halina,Henry,73,"Cleveland-Elyria, OH MSA",2018-01-18,ultimate,,Senior,10.0,76.0,462.0,64.0,24575.65,3000,1000,30720,0.01,0.01,7,70
1011,Halina,Henry,73,"Cleveland-Elyria, OH MSA",2018-01-18,ultimate,,Senior,11.0,65.0,463.0,58.0,22102.97,3000,1000,30720,0.01,0.01,7,70
1011,Halina,Henry,73,"Cleveland-Elyria, OH MSA",2018-01-18,ultimate,,Senior,12.0,56.0,293.0,61.0,19630.63,3000,1000,30720,0.01,0.01,7,70
1012,Jonelle,Mcbride,59,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-06-28,surf,2018-11-16,Adult,11.0,10.0,68.0,,13935.03,500,50,15360,0.03,0.03,10,20
1012,Jonelle,Mcbride,59,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-06-28,surf,2018-11-16,Adult,12.0,16.0,70.0,,11876.94,500,50,15360,0.03,0.03,10,20
1013,Nicolas,Snider,50,"Knoxville, TN MSA",2018-12-01,ultimate,,Adult,12.0,35.0,203.0,16.0,20113.92,3000,1000,30720,0.01,0.01,7,70
1014,Edmundo,Simon,61,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-11-25,surf,,Senior,11.0,28.0,146.0,9.0,1175.59,500,50,15360,0.03,0.03,10,20
1014,Edmundo,Simon,61,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-11-25,surf,,Senior,12.0,150.0,1016.0,64.0,7792.41,500,50,15360,0.03,0.03,10,20
1015,Beata,Carpenter,26,"Pittsburgh, PA MSA",2018-12-05,surf,,Young Adult,12.0,16.0,89.0,68.0,17495.12,500,50,15360,0.03,0.03,10,20
1016,Jann,Salinas,30,"Fresno, CA MSA",2018-10-25,surf,,Young Adult,10.0,25.0,157.0,11.0,3669.91,500,50,15360,0.03,0.03,10,20
1016,Jann,Salinas,30,"Fresno, CA MSA",2018-10-25,surf,,Young Adult,11.0,94.0,598.0,46.0,27501.33,500,50,15360,0.03,0.03,10,20
1016,Jann,Salinas,30,"Fresno, CA MSA",2018-10-25,surf,,Young Adult,12.0,109.0,769.0,38.0,28188.010000000002,500,50,15360,0.03,0.03,10,20
1017,Boris,Gates,61,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2018-08-26,surf,,Senior,8.0,8.0,54.0,5.0,2128.5299999999997,500,50,15360,0.03,0.03,10,20
1017,Boris,Gates,61,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2018-08-26,surf,,Senior,9.0,59.0,324.0,41.0,24478.920000000002,500,50,15360,0.03,0.03,10,20
1017,Boris,Gates,61,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2018-08-26,surf,,Senior,10.0,68.0,371.0,35.0,28478.25,500,50,15360,0.03,0.03,10,20
1017,Boris,Gates,61,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2018-08-26,surf,,Senior,11.0,61.0,355.0,29.0,19093.04,500,50,15360,0.03,0.03,10,20
1017,Boris,Gates,61,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2018-08-26,surf,,Senior,12.0,70.0,446.0,42.0,21136.58,500,50,15360,0.03,0.03,10,20
1018,Dennis,Grimes,70,"Indianapolis-Carmel-Anderson, IN MSA",2018-10-17,surf,,Senior,10.0,25.0,166.0,3.0,8722.35,500,50,15360,0.03,0.03,10,20
1018,Dennis,Grimes,70,"Indianapolis-Carmel-Anderson, IN MSA",2018-10-17,surf,,Senior,11.0,86.0,591.0,5.0,15266.53,500,50,15360,0.03,0.03,10,20
1018,Dennis,Grimes,70,"Indianapolis-Carmel-Anderson, IN MSA",2018-10-17,surf,,Senior,12.0,71.0,434.0,8.0,17390.55,500,50,15360,0.03,0.03,10,20
1019,Shizue,Landry,34,"Jacksonville, FL MSA",2018-01-16,surf,,Young Adult,11.0,7.0,41.0,24.0,3012.91,500,50,15360,0.03,0.03,10,20
1019,Shizue,Landry,34,"Jacksonville, FL MSA",2018-01-16,surf,,Young Adult,12.0,59.0,432.0,128.0,28127.77,500,50,15360,0.03,0.03,10,20
1020,Rutha,Bell,56,"Dallas-Fort Worth-Arlington, TX MSA",2018-11-08,surf,,Adult,11.0,55.0,393.0,1.0,12000.34,500,50,15360,0.03,0.03,10,20
1020,Rutha,Bell,56,"Dallas-Fort Worth-Arlington, TX MSA",2018-11-08,surf,,Adult,12.0,70.0,457.0,3.0,19749.08,500,50,15360,0.03,0.03,10,20
1021,Ricarda,Booker,37,"Los Angeles-Long Beach-Anaheim, CA MSA",2018-12-21,surf,,Young Adult,12.0,52.0,366.0,,6084.63,500,50,15360,0.03,0.03,10,20
1022,Bo,Snow,73,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-04-20,surf,2018-09-07,Senior,5.0,39.0,278.0,,4908.08,500,50,15360,0.03,0.03,10,20
1022,Bo,Snow,73,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-04-20,surf,2018-09-07,Senior,6.0,76.0,442.0,,23436.48,500,50,15360,0.03,0.03,10,20
1022,Bo,Snow,73,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-04-20,surf,2018-09-07,Senior,7.0,70.0,436.0,,9933.15,500,50,15360,0.03,0.03,10,20
1022,Bo,Snow,73,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-04-20,surf,2018-09-07,Senior,8.0,80.0,575.0,,21325.33,500,50,15360,0.03,0.03,10,20
1022,Bo,Snow,73,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-04-20,surf,2018-09-07,Senior,9.0,66.0,471.0,,14118.23,500,50,15360,0.03,0.03,10,20
1022,Bo,Snow,73,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-04-20,surf,2018-09-07,Senior,10.0,83.0,524.0,,18961.41,500,50,15360,0.03,0.03,10,20
1022,Bo,Snow,73,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-04-20,surf,2018-09-07,Senior,11.0,72.0,450.0,,22204.48,500,50,15360,0.03,0.03,10,20
1022,Bo,Snow,73,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-04-20,surf,2018-09-07,Senior,12.0,82.0,548.0,,18283.62,500,50,15360,0.03,0.03,10,20
1023,Jack,Delaney,70,"Omaha-Council Bluffs, NE-IA MSA",2018-07-06,surf,,Senior,7.0,7.0,39.0,5.0,9096.97,500,50,15360,0.03,0.03,10,20
1023,Jack,Delaney,70,"Omaha-Council Bluffs, NE-IA MSA",2018-07-06,surf,,Senior,8.0,11.0,67.0,6.0,9991.79,500,50,15360,0.03,0.03,10,20
1024,Yuki,Tyson,74,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-08-21,surf,,Senior,12.0,80.0,523.0,,10807.37,500,50,15360,0.03,0.03,10,20
1025,Jess,Wilkinson,64,"Atlanta-Sandy Springs-Roswell, GA MSA",2018-10-28,ultimate,,Senior,,,,,,3000,1000,30720,0.01,0.01,7,70
1026,Meggan,Hamilton,49,"Houston-The Woodlands-Sugar Land, TX MSA",2018-07-20,ultimate,,Adult,7.0,23.0,152.0,9.0,4822.35,3000,1000,30720,0.01,0.01,7,70
1026,Meggan,Hamilton,49,"Houston-The Woodlands-Sugar Land, TX MSA",2018-07-20,ultimate,,Adult,8.0,34.0,183.0,13.0,8402.11,3000,1000,30720,0.01,0.01,7,70
1027,Georgeanna,Cardenas,38,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-06-26,surf,,Young Adult,7.0,46.0,317.0,18.0,11516.06,500,50,15360,0.03,0.03,10,20
1027,Georgeanna,Cardenas,38,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-06-26,surf,,Young Adult,8.0,49.0,336.0,13.0,20351.1,500,50,15360,0.03,0.03,10,20
1027,Georgeanna,Cardenas,38,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-06-26,surf,,Young Adult,9.0,53.0,295.0,12.0,17075.76,500,50,15360,0.03,0.03,10,20
1027,Georgeanna,Cardenas,38,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-06-26,surf,,Young Adult,10.0,58.0,386.0,12.0,12901.15,500,50,15360,0.03,0.03,10,20
1027,Georgeanna,Cardenas,38,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-06-26,surf,,Young Adult,11.0,52.0,375.0,10.0,15839.84,500,50,15360,0.03,0.03,10,20
1027,Georgeanna,Cardenas,38,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-06-26,surf,,Young Adult,12.0,48.0,265.0,13.0,14411.53,500,50,15360,0.03,0.03,10,20
1028,Jefferey,Rasmussen,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-02-21,ultimate,,Adult,3.0,6.0,37.0,66.0,36061.04,3000,1000,30720,0.01,0.01,7,70
1028,Jefferey,Rasmussen,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-02-21,ultimate,,Adult,4.0,7.0,48.0,77.0,37761.59,3000,1000,30720,0.01,0.01,7,70
1028,Jefferey,Rasmussen,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-02-21,ultimate,,Adult,5.0,8.0,62.0,84.0,32907.83,3000,1000,30720,0.01,0.01,7,70
1028,Jefferey,Rasmussen,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-02-21,ultimate,,Adult,6.0,11.0,44.0,66.0,37907.14,3000,1000,30720,0.01,0.01,7,70
1028,Jefferey,Rasmussen,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-02-21,ultimate,,Adult,7.0,6.0,47.0,85.0,38826.7,3000,1000,30720,0.01,0.01,7,70
1028,Jefferey,Rasmussen,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-02-21,ultimate,,Adult,8.0,9.0,71.0,74.0,40388.21,3000,1000,30720,0.01,0.01,7,70
1028,Jefferey,Rasmussen,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-02-21,ultimate,,Adult,9.0,6.0,35.0,68.0,26563.75,3000,1000,30720,0.01,0.01,7,70
1028,Jefferey,Rasmussen,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-02-21,ultimate,,Adult,10.0,6.0,34.0,73.0,46595.33,3000,1000,30720,0.01,0.01,7,70
1028,Jefferey,Rasmussen,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-02-21,ultimate,,Adult,11.0,8.0,61.0,77.0,42952.59,3000,1000,30720,0.01,0.01,7,70
1028,Jefferey,Rasmussen,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2018-02-21,ultimate,,Adult,12.0,6.0,38.0,74.0,37603.26,3000,1000,30720,0.01,0.01,7,70
1029,Franklyn,Henson,59,"Tampa-St. Petersburg-Clearwater, FL MSA",2018-01-05,surf,,Adult,8.0,7.0,40.0,2.0,618.95,500,50,15360,0.03,0.03,10,20
1029,Franklyn,Henson,59,"Tampa-St. Petersburg-Clearwater, FL MSA",2018-01-05,surf,,Adult,9.0,116.0,693.0,9.0,13719.06,500,50,15360,0.03,0.03,10,20
1029,Franklyn,Henson,59,"Tampa-St. Petersburg-Clearwater, FL MSA",2018-01-05,surf,,Adult,10.0,96.0,637.0,12.0,17605.99,500,50,15360,0.03,0.03,10,20
1029,Franklyn,Henson,59,"Tampa-St. Petersburg-Clearwater, FL MSA",2018-01-05,surf,,Adult,11.0,84.0,582.0,16.0,14210.22,500,50,15360,0.03,0.03,10,20
1029,Franklyn,Henson,59,"Tampa-St. Petersburg-Clearwater, FL MSA",2018-01-05,surf,,Adult,12.0,87.0,583.0,11.0,21046.14,500,50,15360,0.03,0.03,10,20
1030,Chase,Kane,30,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-02-14,ultimate,,Young Adult,10.0,75.0,429.0,9.0,11302.29,3000,1000,30720,0.01,0.01,7,70
1030,Chase,Kane,30,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-02-14,ultimate,,Young Adult,11.0,72.0,439.0,11.0,16646.68,3000,1000,30720,0.01,0.01,7,70
1030,Chase,Kane,30,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018-02-14,ultimate,,Young Adult,12.0,69.0,388.0,10.0,15567.17,3000,1000,30720,0.01,0.01,7,70
1031,Lane,Martin,52,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-07-15,ultimate,,Adult,7.0,36.0,284.0,1.0,10653.04,3000,1000,30720,0.01,0.01,7,70
1031,Lane,Martin,52,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-07-15,ultimate,,Adult,8.0,62.0,441.0,2.0,21615.94,3000,1000,30720,0.01,0.01,7,70
1031,Lane,Martin,52,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-07-15,ultimate,,Adult,9.0,76.0,475.0,3.0,13005.92,3000,1000,30720,0.01,0.01,7,70
1031,Lane,Martin,52,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-07-15,ultimate,,Adult,10.0,74.0,519.0,2.0,18775.73,3000,1000,30720,0.01,0.01,7,70
1031,Lane,Martin,52,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-07-15,ultimate,,Adult,11.0,85.0,558.0,1.0,16198.94,3000,1000,30720,0.01,0.01,7,70
1031,Lane,Martin,52,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-07-15,ultimate,,Adult,12.0,75.0,442.0,5.0,12622.11,3000,1000,30720,0.01,0.01,7,70
1032,Delila,Dalton,59,"Birmingham-Hoover, AL MSA",2018-06-07,ultimate,,Adult,11.0,42.0,284.0,22.0,14469.16,3000,1000,30720,0.01,0.01,7,70
1032,Delila,Dalton,59,"Birmingham-Hoover, AL MSA",2018-06-07,ultimate,,Adult,12.0,92.0,701.0,20.0,14290.59,3000,1000,30720,0.01,0.01,7,70
1033,Latoyia,Moran,28,"Oklahoma City, OK MSA",2018-05-30,ultimate,,Young Adult,9.0,28.0,157.0,5.0,5349.94,3000,1000,30720,0.01,0.01,7,70
1033,Latoyia,Moran,28,"Oklahoma City, OK MSA",2018-05-30,ultimate,,Young Adult,10.0,110.0,797.0,34.0,28522.22,3000,1000,30720,0.01,0.01,7,70
1033,Latoyia,Moran,28,"Oklahoma City, OK MSA",2018-05-30,ultimate,,Young Adult,11.0,112.0,844.0,37.0,27039.350000000002,3000,1000,30720,0.01,0.01,7,70
1033,Latoyia,Moran,28,"Oklahoma City, OK MSA",2018-05-30,ultimate,,Young Adult,12.0,98.0,549.0,32.0,21003.9,3000,1000,30720,0.01,0.01,7,70
1034,Jc,Gentry,22,"New York-Newark-Jersey City, NY-NJ-PA MSA",2018-08-13,surf,,Young Adult,8.0,2.0,6.0,4.0,997.42,500,50,15360,0.03,0.03,10,20
1035,Jeff,Cummings,67,"Charlotte-Concord-Gastonia, NC-SC MSA",2018-12-08,surf,,Senior,12.0,74.0,575.0,66.0,15500.04,500,50,15360,0.03,0.03,10,20
1036,Myron,Hodge,70,"Denver-Aurora-Lakewood, CO MSA",2018-05-09,ultimate,,Senior,6.0,19.0,144.0,19.0,1449.37,3000,1000,30720,0.01,0.01,7,70
1036,Myron,Hodge,70,"Denver-Aurora-Lakewood, CO MSA",2018-05-09,ultimate,,Senior,7.0,68.0,495.0,63.0,12116.67,3000,1000,30720,0.01,0.01,7,70
1036,Myron,Hodge,70,"Denver-Aurora-Lakewood, CO MSA",2018-05-09,ultimate,,Senior,8.0,79.0,471.0,77.0,19505.93,3000,1000,30720,0.01,0.01,7,70
1036,Myron,Hodge,70,"Denver-Aurora-Lakewood, CO MSA",2018-05-09,ultimate,,Senior,9.0,54.0,278.0,83.0,14974.61,3000,1000,30720,0.01,0.01,7,70
1036,Myron,Hodge,70,"Denver-Aurora-Lakewood, CO MSA",2018-05-09,ultimate,,Senior,10.0,71.0,397.0,75.0,11220.67,3000,1000,30720,0.01,0.01,7,70
1036,Myron,Hodge,70,"Denver-Aurora-Lakewood, CO MSA",2018-05-09,ultimate,,Senior,11.0,73.0,478.0,76.0,10044.92,3000,1000,30720,0.01,0.01,7,70
1036,Myron,Hodge,70,"Denver-Aurora-Lakewood, CO MSA",2018-05-09,ultimate,,Senior,12.0,50.0,340.0,45.0,8787.79,3000,1000,30720,0.01,0.01,7,70
1037,Reena,Velazquez,20,"Seattle-Tacoma-Bellevue, WA MSA",2018-08-11,ultimate,,Young Adult,12.0,67.0,430.0,44.0,14370.44,3000,1000,30720,0.01,0.01,7,70
1038,Olympia,Velazquez,32,"Nashville-Davidson–Murfreesboro–Franklin, TN MSA",2018-06-25,ultimate,,Young Adult,10.0,24.0,169.0,36.0,22299.5,3000,1000,30720,0.01,0.01,7,70
1038,Olympia,Velazquez,32,"Nashville-Davidson–Murfreesboro–Franklin, TN MSA",2018-06-25,ultimate,,Young Adult,11.0,69.0,390.0,106.0,37946.04,3000,1000,30720,0.01,0.01,7,70
1038,Olympia,Velazquez,32,"Nashville-Davidson–Murfreesboro–Franklin, TN MSA",2018-06-25,ultimate,,Young Adult,12.0,78.0,433.0,113.0,45020.31,3000,1000,30720,0.01,0.01,7,70
1039,Flo,Hicks,56,"Columbus, OH MSA",2018-05-30,ultimate,,Adult,6.0,40.0,292.0,4.0,6010.62,3000,1000,30720,0.01,0.01,7,70
1039,Flo,Hicks,56,"Columbus, OH MSA",2018-05-30,ultimate,,Adult,7.0,71.0,419.0,30.0,20939.15,3000,1000,30720,0.01,0.01,7,70
1039,Flo,Hicks,56,"Columbus, OH MSA",2018-05-30,ultimate,,Adult,8.0,80.0,387.0,23.0,22398.41,3000,1000,30720,0.01,0.01,7,70
1039,Flo,Hicks,56,"Columbus, OH MSA",2018-05-30,ultimate,,Adult,9.0,64.0,467.0,25.0,18558.81,3000,1000,30720,0.01,0.01,7,70
1039,Flo,Hicks,56,"Columbus, OH MSA",2018-05-30,ultimate,,Adult,10.0,59.0,419.0,23.0,13511.26,3000,1000,30720,0.01,0.01,7,70
